source,rg_ratio,lab_a,mean_r,mean_g,mean_b,label
nails,1.378403,145.939985,180.6945,131.0898,119.669,1
nails,1.169571,134.740198,191.7923,163.9851,139.7286,1
nails,1.339787,139.079902,156.3042,116.6635,77.0728,1
nails,0.898967,113.745536,151.1133,168.0966,120.7816,1
nails,0.809733,109.11795,113.3482,139.9823,88.0347,1
nails,0.989831,120.824358,170.1646,171.9128,131.0258,1
nails,0.961506,123.072402,128.8284,133.9861,117.8323,1
nails,0.95359,122.4218,127.6107,133.8214,116.4775,1
nails,0.929238,123.123482,81.1315,87.3097,74.3488,1
nails,1.108274,128.06945,204.2372,184.284,135.6681,1
nails,1.783107,145.281947,96.6134,54.1826,39.8596,1
nails,1.201124,131.655183,163.6423,136.241,83.2506,1
nails,1.355552,142.173433,170.4309,125.728,98.1038,1
nails,1.606917,147.4273,141.1005,87.8082,57.4258,1
nails,1.180095,131.741617,177.4718,150.3877,101.4101,1
nails,1.200121,133.100208,139.6295,116.3462,87.464,1
nails,1.229558,134.762697,140.1561,113.989,85.4336,1
nails,1.238266,133.618958,127.5782,103.0297,68.9463,1
nails,1.554459,145.761101,145.7974,93.793,54.5938,1
nails,1.859699,151.133466,132.7852,71.4015,37.0871,1
nails,1.890908,152.861583,138.5414,73.2672,42.484,1
nails,1.131677,132.139353,169.9728,150.1955,129.0065,1
nails,1.222254,134.911469,123.5537,101.0868,87.0873,1
nails,1.117,131.615942,166.8141,149.3412,131.6294,1
nails,1.420788,139.609039,124.6974,87.7664,54.988,1
nails,1.118775,131.104724,176.7643,157.9981,132.127,1
nails,1.159698,132.510992,152.0165,131.0829,107.8322,1
nails,1.023935,127.128014,162.5418,158.7423,145.5972,1
nails,0.975033,123.425687,122.0187,125.143,106.3484,1
nails,0.994361,125.566523,177.5512,178.558,166.8016,1
nails,1.327037,141.166126,137.1537,103.3533,98.9131,1
nails,1.132433,135.839035,186.4843,164.6758,163.6131,1
nails,1.456663,141.835164,105.5347,72.4497,67.7729,1
nails,1.091395,130.688957,204.7952,187.6453,165.8736,1
nails,1.098048,129.916211,172.99,157.5431,133.333,1
nails,1.239502,134.322172,123.9996,100.0398,75.6376,1
nails,1.170029,134.482605,170.1507,145.4244,124.6525,1
nails,1.115506,134.204158,206.2625,184.9049,174.6758,1
nails,1.038182,127.054193,203.0588,195.5908,173.0532,1
nails,1.348694,138.009742,105.8608,78.4913,68.0438,1
nails,1.015812,126.931275,158.63,156.1608,143.265,1
nails,1.129531,133.206803,167.1564,147.9875,135.5923,1
nails,0.957295,124.817277,163.0647,170.3391,166.8227,1
nails,0.94812,124.639554,133.1084,140.3919,135.7468,1
nails,0.979867,126.70065,151.4707,154.583,153.6046,1
nails,1.184206,137.894389,158.57,133.9041,134.9753,1
nails,1.0908,133.950888,204.3368,187.3275,183.9155,1
nails,1.109957,132.899921,189.8147,171.0109,157.0693,1
nails,2.213839,158.223932,140.7089,63.5588,43.9124,1
nails,2.324879,167.468025,185.0108,79.5787,49.9598,1
nails,1.194237,131.28677,195.2917,163.5285,82.3473,1
nails,1.091966,135.8206,184.5549,169.0116,180.2523,1
nails,1.039484,131.592442,224.7171,216.1815,219.3863,1
nails,1.130425,137.426364,176.2889,155.9492,165.6349,1
nails,1.159035,141.29764,192.668,166.2314,186.0165,1
nails,1.332625,146.370784,142.2983,106.7804,130.3209,1
nails,1.242924,145.629119,168.3861,135.4758,162.7672,1
nails,1.136513,131.692279,118.0407,103.8622,92.5037,1
nails,1.142609,132.706731,136.2845,119.2748,105.9938,1
nails,1.21286,134.6297,92.5438,76.3022,75.0899,1
nails,1.226694,133.664522,129.4984,105.567,75.5462,1
nails,1.367427,142.87026,175.3217,128.2129,93.3264,1
nails,1.130203,131.657344,183.9312,162.7417,132.4045,1
nails,1.117094,131.247964,173.1515,155.0017,129.8048,1
nails,1.263765,134.729456,152.171,120.4108,66.8564,1
nails,1.189788,135.388526,180.2732,151.517,125.4163,1
nails,1.46843,143.805858,136.2713,92.8006,74.0784,1
nails,1.242016,138.704602,178.3076,143.5631,125.2957,1
nails,1.148747,131.307479,191.352,166.5746,125.5147,1
nails,1.104818,125.543023,178.6847,161.7323,94.705,1
nails,1.044684,122.884599,166.5641,159.4397,107.2813,1
nails,1.469704,142.793003,137.8636,93.8036,61.2478,1
nails,1.296599,137.685505,144.1026,111.1389,86.0061,1
nails,1.828337,146.35743,108.2902,59.2288,35.7907,1
nails,1.17114,133.579507,156.7161,133.8151,111.8777,1
nails,1.277686,138.067241,175.9805,137.7337,102.8436,1
nails,1.09248,127.531201,194.8643,178.3687,136.2927,1
nails,1.194057,133.45667,194.7209,163.075,117.5213,1
nails,1.160582,134.663231,158.3147,136.4098,125.9611,1
nails,1.451772,144.10903,121.815,83.9078,86.7525,1
nails,1.340743,142.49067,137.8176,102.792,103.3013,1
nails,1.115691,129.239948,135.3597,121.3237,93.9015,1
nails,1.15821,131.77231,138.9163,119.9405,96.0305,1
nails,1.182655,132.843922,122.1242,103.2627,86.2084,1
nails,1.100906,134.4153,132.3914,120.2567,129.221,1
nails,1.077673,133.143207,116.5377,108.1382,117.3109,1
nails,1.098715,133.153062,105.4662,95.9905,102.8419,1
nails,1.177375,137.458912,118.0362,100.2537,112.5917,1
nails,1.103882,135.060757,156.6178,141.8792,149.4604,1
nails,1.080271,133.59341,155.0201,143.5011,150.1669,1
nails,1.16179,132.243464,156.2616,134.5008,105.0293,1
nails,1.028071,121.847422,122.9037,119.5478,61.6025,1
nails,1.013303,120.971468,106.7914,105.3893,46.5873,1
nails,1.018856,124.019355,167.6267,164.5244,131.6939,1
nails,1.108288,128.787391,152.4991,137.5989,103.8405,1
nails,1.04083,122.757359,130.8326,125.7003,74.8767,1
nails,1.69473,157.050322,190.8734,112.6276,94.343,1
nails,1.837277,157.949598,185.0328,100.7104,54.4474,1
nails,1.959248,159.662328,169.6507,86.5897,61.6619,1
nails,1.216556,131.289479,154.9859,127.3973,60.9764,1
nails,1.158036,128.272915,138.8406,119.8932,64.3708,1
nails,1.381583,140.382671,144.6952,104.7314,72.0457,1
nails,1.033459,128.802939,244.2746,236.3661,222.8758,1
nails,1.1346,135.67365,227.501,200.5121,184.5519,1
nails,1.208981,136.989,183.0485,151.4073,130.097,1
nails,1.146117,133.836357,147.7442,128.9085,119.8171,1
nails,1.068501,131.612426,194.3568,181.8967,175.2638,1
nails,1.128827,133.854986,157.3597,139.401,132.7863,1
nails,1.296263,136.891615,137.9752,106.4408,79.346,1
nails,1.172574,134.682441,171.5469,146.2993,128.142,1
nails,1.40345,143.835954,152.6716,108.7831,96.4077,1
nails,1.24661,138.654683,192.1602,154.1462,124.1945,1
nails,1.21379,137.700956,174.6053,143.8514,129.4597,1
nails,1.500301,150.288834,171.5036,114.3128,110.5251,1
nails,1.072911,128.9695,207.8475,193.7231,163.4023,1
nails,1.26584,140.630538,188.2559,148.7201,127.8635,1
nails,1.382973,144.611039,167.7954,121.3295,108.018,1
nails,1.133384,136.353268,195.9582,172.8966,172.2903,1
nails,1.220846,140.045161,185.3753,151.8416,148.2949,1
nails,1.112452,133.333849,190.9604,171.6572,161.5133,1
nails,1.23659,134.687408,150.3581,121.5909,86.226,1
nails,1.341298,139.743746,180.1528,134.3123,77.9895,1
nails,1.634593,149.119385,149.4348,91.4202,66.8443,1
nails,1.329285,140.320366,160.2299,120.5383,94.1042,1
nails,1.21789,136.499218,167.7688,137.7536,116.4473,1
nails,1.242479,136.654635,141.8874,114.197,96.8434,1
nails,1.068652,129.086595,203.8812,190.7836,167.9412,1
nails,1.086298,126.912985,125.5293,115.557,83.5245,1
nails,1.126621,130.83689,159.235,141.3386,115.5757,1
nails,1.041521,128.101208,191.2544,183.63,167.9365,1
nails,1.035516,126.620474,171.0325,165.1664,144.0711,1
nails,1.064431,130.666441,208.4931,195.8729,183.4987,1
nails,1.312461,139.883276,160.132,122.0089,96.5418,1
nails,1.047958,123.311947,179.617,171.3972,116.503,1
nails,1.081418,125.077563,115.9062,107.1798,61.1227,1
nails,1.674888,147.174029,137.5994,82.1544,56.1748,1
nails,1.275617,137.679554,174.4128,136.7282,100.1567,1
nails,1.534182,144.687876,136.69,89.0964,67.1045,1
nails,1.32738,140.961307,177.1734,133.476,100.0224,1
nails,1.398047,141.442864,163.9655,117.2818,70.7408,1
nails,1.285025,139.02408,180.5269,140.4852,104.9715,1
nails,1.063321,127.432816,120.6662,113.4805,92.5197,1
nails,1.001784,123.742424,94.7298,94.5611,65.3135,1
nails,1.024393,124.861712,99.3049,96.9402,71.0646,1
nails,1.113577,132.162755,142.8425,128.2736,118.941,1
nails,1.050491,128.22748,147.3204,140.2396,124.6347,1
nails,1.101048,131.760197,139.6303,126.8158,116.9218,1
nails,1.713312,150.24869,126.6438,73.9175,75.1961,1
nails,1.221127,138.304431,175.4143,143.6495,132.1626,1
nails,1.262175,142.20669,179.508,142.2211,142.4557,1
nails,0.973115,123.602603,155.8461,160.1518,142.5427,1
nails,0.937021,122.887453,112.5305,120.0938,106.4238,1
nails,0.957602,123.366026,192.3264,200.8418,190.2491,1
nails,1.049359,129.880857,169.9247,161.932,154.4562,1
nails,0.991828,124.441009,122.4404,123.4492,104.7086,1
nails,0.984807,125.917517,179.3487,182.1156,175.0229,1
nails,1.21607,133.929453,109.1085,89.7222,73.7771,1
nails,1.463077,143.084337,121.3734,82.9577,72.2874,1
nails,1.228992,138.823003,178.0507,144.8754,130.7161,1
nails,0.9799,126.268141,87.9995,89.8046,84.6677,1
nails,0.958838,124.352946,145.0845,151.3128,143.1613,1
nails,0.952412,123.376413,158.8519,166.789,156.9134,1
nails,1.18347,134.957081,160.0521,135.2397,117.9217,1
nails,1.190091,136.54054,168.6326,141.6972,130.0497,1
nails,1.387102,140.750456,132.4036,95.4534,75.9879,1
nails,1.417073,153.74744,201.7261,142.354,163.4731,1
nails,1.958212,157.465783,128.6615,65.7036,89.9458,1
nails,1.882608,169.565572,208.0121,110.4915,139.8544,1
nails,1.33809,142.586329,190.8568,142.6337,111.9514,1
nails,2.052571,154.162691,121.5232,59.2054,49.8828,1
nails,1.185064,131.937904,163.6752,138.1151,95.3709,1
nails,1.258582,145.023564,200.4311,159.2516,168.7528,1
nails,1.167193,139.793971,200.6122,171.8758,178.9408,1
nails,1.315906,143.991516,170.6922,129.7146,128.0167,1
nails,1.358292,144.373333,151.5352,111.563,114.7411,1
nails,1.378262,148.636554,171.2475,124.2489,138.1854,1
nails,1.128406,133.202029,202.8503,179.7672,159.1858,1
nails,1.141323,134.397461,183.6521,160.9116,147.8696,1
nails,1.137482,133.808987,193.9073,170.4706,152.5904,1
nails,1.422273,150.562959,200.9815,141.31,137.078,1
nails,1.157898,133.785326,154.9902,133.8549,119.0456,1
nails,1.575496,148.097305,140.1614,88.9633,76.3629,1
nails,1.304538,142.867244,176.2092,135.074,125.753,1
nails,1.26697,142.458122,195.7515,154.5037,145.1064,1
nails,1.264875,138.31043,161.1363,127.3931,107.0166,1
nails,1.100008,133.948598,226.6534,206.0471,197.9297,1
nails,1.33191,137.861696,118.7201,89.1353,71.579,1
nails,1.130511,134.146852,173.7199,153.6649,145.2581,1
nails,1.355543,142.632006,142.4515,105.0881,101.4774,1
nails,1.108297,135.007081,214.3074,193.3664,190.7621,1
nails,1.166213,134.390703,162.3819,139.2386,116.2766,1
nails,1.081358,131.161159,179.4152,165.9166,153.943,1
nails,1.589223,152.639715,165.232,103.9703,101.9884,1
nails,1.857285,165.558201,191.4855,103.0997,126.265,1
nails,1.240232,143.222658,217.0948,175.0437,171.031,1
nails,1.307385,144.846809,220.0909,168.3443,148.1352,1
nails,1.891545,165.447251,201.1465,106.3398,111.8407,1
nails,1.582561,149.866825,161.3819,101.9751,83.5243,1
nails,1.336913,139.103143,146.3186,109.4452,80.1742,1
nails,1.763593,148.330946,115.1395,65.2869,52.473,1
nails,1.225841,136.067773,153.9655,125.5999,104.1664,1
nails,1.097949,133.079289,155.5519,141.6749,139.5871,1
nails,1.125494,133.5707,138.703,123.2374,118.8438,1
nails,1.098301,130.929646,150.3148,136.8612,123.2523,1
nails,1.145675,135.767778,180.4712,157.5239,152.089,1
nails,1.165169,133.5692,131.8704,113.1771,100.4876,1
nails,0.972037,128.703795,152.0187,156.3918,165.3103,1
nails,0.923544,129.159917,87.924,95.2028,109.9995,1
nails,0.863463,128.472783,65.6702,76.0544,92.0939,1
nails,1.112098,133.342398,118.5187,106.5722,108.6738,1
nails,1.041892,130.451783,188.2071,180.6398,178.6204,1
nails,1.055278,131.454477,163.9205,155.334,156.1068,1
nails,1.810321,159.651457,176.8217,97.6742,82.2276,1
nails,1.253387,140.896486,143.1202,114.1868,107.9057,1
nails,1.335017,144.617103,178.4872,133.6966,123.9205,1
nails,1.274976,138.897034,186.8113,146.5214,113.8378,1
nails,1.316093,142.408945,191.6149,145.5937,122.7965,1
nails,1.405715,149.794987,195.2527,138.8993,140.4996,1
nails,1.544664,152.603684,211.3087,136.7991,96.7904,1
nails,1.102043,128.091224,210.0224,190.5755,144.3498,1
nails,1.407662,142.504282,169.2954,120.2671,77.9494,1
nails,1.014854,125.804842,246.6916,243.081,222.4273,1
nails,1.140325,131.008758,218.7362,191.8191,142.5803,1
nails,1.302833,141.318576,205.3015,157.5809,120.6995,1
nails,1.17999,131.445928,202.454,171.5727,108.6957,1
nails,1.108883,129.444944,213.618,192.6425,151.6017,1
nails,1.205561,131.701553,183.765,152.431,83.2076,1
nails,1.400812,147.643651,143.0253,102.1017,114.2358,1
nails,1.230875,140.735182,152.7644,124.1104,129.7174,1
nails,1.307184,144.904002,155.5997,119.0342,129.263,1
nails,1.002785,130.276028,93.7678,93.5074,100.9402,1
nails,1.058511,132.87647,115.7852,109.385,118.506,1
nails,1.062999,133.423993,129.0728,121.4233,132.6334,1
nails,1.010093,130.507266,139.0425,137.6532,146.1492,1
nails,1.005416,130.867292,115.3448,114.7235,125.0109,1
nails,1.000181,130.315721,147.0497,147.023,157.0987,1
nails,1.38331,147.510363,187.8073,135.7666,127.5312,1
nails,1.107011,131.715601,186.6816,168.6357,149.4788,1
nails,1.268867,139.2154,158.0627,124.57,108.05,1
nails,1.085588,128.919824,119.6758,110.2405,91.8714,1
nails,1.089889,128.803697,126.5544,116.1168,94.4869,1
nails,1.062891,128.968452,171.4837,161.3371,143.8722,1
nails,1.260324,141.603393,172.243,136.6657,135.4782,1
nails,1.417746,149.344333,180.3632,127.2183,130.4445,1
nails,1.09695,134.631312,220.2337,200.7692,198.2701,1
nails,1.150524,140.289479,213.1304,185.2464,198.0532,1
nails,1.11399,137.046128,216.1399,194.0232,200.6421,1
nails,1.236344,141.987226,151.9571,122.9084,137.2784,1
nails,1.573085,152.231577,178.5146,113.4806,98.7526,1
nails,1.083573,130.737036,224.8923,207.547,183.5537,1
nails,1.444725,150.812068,198.5321,137.4186,128.9789,1
nails,1.105591,132.983323,129.1957,116.8566,118.4745,1
nails,1.182483,136.993661,128.2074,108.4221,115.03,1
nails,1.070025,132.728182,179.6751,167.9168,170.7412,1
nails,1.183313,133.846551,172.286,145.5963,116.3921,1
nails,1.263933,138.270834,149.7261,118.4604,104.0963,1
nails,1.602695,139.588861,81.1585,50.6387,33.4261,1
nails,1.128102,135.122546,197.2818,174.8793,168.8081,1
nails,1.313316,145.816713,199.2526,151.7171,150.7458,1
nails,1.281483,142.993758,193.4154,150.9308,144.0266,1
nails,1.875679,154.604168,129.8988,69.2543,75.2615,1
nails,1.62755,149.18161,141.9975,87.2462,74.0754,1
nails,1.502818,148.486637,141.8333,94.3782,100.9749,1
nails,1.362385,140.702489,142.1799,104.361,82.0469,1
nails,1.253195,141.179045,175.9673,140.415,136.68,1
nails,1.483105,145.250899,133.6149,90.0913,81.7218,1
nails,1.267283,144.247173,166.3169,131.2389,146.1793,1
nails,1.438154,148.629119,151.5209,105.3579,116.7032,1
nails,1.374306,148.905679,177.1823,128.9249,141.8697,1
nails,1.078924,122.660522,191.0992,177.1202,94.7028,1
nails,1.108727,129.293495,209.2073,188.6915,145.6638,1
nails,1.179724,134.501008,186.3534,157.9636,129.1813,1
nails,1.190183,129.123321,113.2569,95.1592,45.0755,1
nails,1.153647,132.843551,180.2547,156.2478,127.8578,1
nails,1.172656,129.211771,146.0922,124.5823,67.5461,1
nails,1.338181,144.512153,158.2869,118.2851,122.954,1
nails,1.502816,146.458993,120.8739,80.4316,89.5548,1
nails,1.217218,137.503637,156.4345,128.5181,120.4207,1
nails,1.215159,133.813213,141.8233,116.7117,87.3485,1
nails,1.178712,133.231851,185.7564,157.5927,120.5062,1
nails,1.193471,134.378316,167.8786,140.6641,112.7704,1
nails,1.084915,135.013387,220.69,203.4168,206.8308,1
nails,1.160284,140.327108,204.2531,176.0371,186.0398,1
nails,1.170582,138.645861,177.1301,151.3181,154.5049,1
nails,1.286774,142.905631,189.4502,147.2288,136.0706,1
nails,1.212052,139.991742,191.6086,158.0862,153.4403,1
nails,1.167826,136.87305,204.3238,174.9607,158.4882,1
nails,1.60027,147.925808,146.9754,91.8441,69.5919,1
nails,1.449178,143.822003,142.2876,98.1851,82.4229,1
nails,1.222419,135.945452,147.9976,121.0695,103.7429,1
nails,1.249366,143.587345,220.8744,176.7892,169.3348,1
nails,1.300327,146.061064,226.8563,174.4609,164.0122,1
nails,1.260008,142.200868,221.9726,176.1676,155.386,1
nails,1.047379,130.719682,188.6052,180.0734,177.5667,1
nails,1.04507,130.079208,168.7795,161.5007,157.7566,1
nails,1.068967,131.470783,156.1323,146.059,143.2516,1
nails,1.20913,136.380155,213.2744,176.3866,134.7226,1
nails,1.448096,144.739649,170.0055,117.3993,76.2887,1
nails,1.157107,132.393655,215.5184,186.2562,139.2199,1
nails,1.090403,125.785391,130.1669,119.375,71.1305,1
nails,0.939047,116.203626,142.1939,151.4236,94.4143,1
nails,1.095772,126.069709,119.5607,109.1109,61.7599,1
nails,1.345596,151.031064,216.0268,160.5435,175.2154,1
nails,1.221284,143.495492,208.858,171.0151,181.0935,1
nails,1.696253,155.957436,166.0094,97.8683,99.9218,1
nails,1.436404,145.938904,156.5932,109.0175,98.2017,1
nails,1.488057,148.456251,164.7533,110.7171,100.1807,1
nails,1.443691,145.742133,168.7704,116.902,90.5862,1
nails,1.498324,142.366026,144.1295,96.1938,38.0347,1
nails,1.312038,141.347672,191.4322,145.9044,116.5122,1
nails,1.587544,150.012726,178.951,112.722,67.0016,1
nails,1.089985,133.772262,208.054,190.8778,188.7196,1
nails,1.331038,141.873679,134.7366,101.2267,100.5327,1
nails,1.080689,132.248657,196.1927,181.5442,175.4878,1
nails,2.152829,166.533911,187.616,87.1486,69.7709,1
nails,2.966032,174.679812,191.8417,64.6796,44.999,1
nails,1.287847,137.954517,199.7763,155.1242,93.3298,1
nails,1.046202,131.951839,166.3828,159.035,164.7697,1
nails,1.126826,135.207271,84.015,74.559,86.6258,1
nails,1.047422,131.943904,150.417,143.6069,150.1075,1
nails,1.236773,144.515395,148.5049,120.0745,141.6887,1
nails,1.05691,137.24498,156.7638,148.3227,166.5973,1
nails,1.190508,141.553668,155.273,130.4259,146.7223,1
nails,1.376531,142.015435,145.3611,105.5996,92.3358,1
nails,1.565711,145.764165,135.6321,86.6265,68.3118,1
nails,1.662571,145.972549,116.4192,70.0236,61.1808,1
nails,1.249617,141.726214,210.7553,168.6559,154.6346,1
nails,1.20817,141.1784,226.3764,187.3713,179.6683,1
nails,2.122374,165.318414,186.6464,87.9423,64.0845,1
nails,1.346074,145.195513,171.1404,127.1404,127.5725,1
nails,1.89171,149.643732,103.004,54.4502,53.6638,1
nails,1.657737,149.543249,128.7767,77.6822,75.8504,1
nails,1.236478,139.686957,196.449,158.8778,141.8691,1
nails,1.408576,150.330866,220.3631,156.4439,138.5242,1
nails,1.41538,144.014709,179.1584,126.5797,80.298,1
nails,1.073105,128.069289,178.7023,166.5283,139.6649,1
nails,1.074177,130.385832,182.9104,170.2796,157.3416,1
nails,1.151776,134.63757,178.1926,154.7111,141.8152,1
nails,1.116821,132.843696,182.2794,163.2127,150.2246,1
nails,1.26704,133.077918,100.7414,79.5092,52.651,1
nails,1.13136,132.728214,179.2191,158.4103,139.3199,1
nails,1.78346,147.474186,110.9957,62.2362,46.3544,1
nails,1.542853,153.925114,191.9355,124.403,120.0664,1
nails,1.958101,146.642877,92.7708,47.378,29.6139,1
nails,1.3287,140.001516,142.625,107.3417,89.6902,1
nails,1.31237,139.694231,146.5156,111.642,94.8432,1
nails,1.129106,136.046854,219.0103,193.9679,188.2419,1
nails,1.309944,140.441074,160.6257,122.6203,103.1717,1
nails,1.238873,141.425542,197.5041,159.4224,151.9473,1
nails,1.056724,128.743827,202.3933,191.529,171.9544,1
nails,1.211033,137.555894,161.7266,133.5444,124.4606,1
nails,1.236921,138.928001,171.4751,138.6306,126.816,1
nails,1.22963,137.350994,178.278,144.9851,120.8178,1
nails,1.296657,143.007532,189.6917,146.2929,134.4156,1
nails,1.645427,155.008161,183.8737,111.7483,96.9267,1
nails,1.220399,141.764488,232.0305,190.1268,177.0717,1
nails,1.151727,134.473541,169.2223,146.9291,134.189,1
nails,1.168215,134.608426,134.6033,115.2214,107.5465,1
nails,1.118382,133.37122,168.6135,150.7656,140.893,1
nails,1.266632,137.279899,108.1832,85.4101,82.1735,1
nails,1.438702,141.774213,99.3985,69.089,73.4988,1
nails,1.153072,135.329366,141.6757,122.868,121.7703,1
nails,1.223627,140.458847,171.9793,140.5488,142.959,1
nails,1.155677,135.879583,173.6015,150.2163,144.8476,1
nails,1.253867,139.893211,176.8116,141.013,128.5876,1
nails,0.9229,126.553394,164.1413,177.8538,179.4758,1
nails,0.957694,127.665892,164.4825,171.7484,171.1681,1
nails,1.001327,129.100063,164.0875,163.8701,163.3665,1
nails,1.260737,142.183739,180.8126,143.4183,144.0071,1
nails,1.340316,148.106289,197.5975,147.426,155.4316,1
nails,1.459878,143.158336,123.9491,84.9038,77.4704,1
nails,1.282045,138.360172,178.9772,139.6029,103.7986,1
nails,1.051636,129.4248,239.2054,227.4603,211.4427,1
nails,1.243277,136.805955,196.1915,157.802,116.0702,1
nails,1.256835,140.626603,197.4019,157.0627,139.8192,1
nails,1.35228,145.228012,195.4485,144.5326,128.0983,1
nails,1.383323,150.259012,211.8099,153.1168,153.9868,1
nails,1.381807,147.582152,203.007,146.9142,134.2193,1
nails,1.968297,156.454831,146.997,74.6823,56.5054,1
nails,2.037476,165.929404,192.8627,94.6577,83.7306,1
nails,1.411799,141.460767,149.0813,105.5967,71.2886,1
nails,1.946199,153.191481,129.8604,66.7251,47.1703,1
nails,1.228808,139.242319,207.4912,168.8556,147.6942,1
nails,1.085246,131.623522,194.0154,178.7755,167.3695,1
nails,1.837521,159.309866,171.3552,93.2534,91.7144,1
nails,1.491937,151.665038,180.0683,120.6943,121.7764,1
nails,1.16923,137.50846,220.7161,188.7705,175.7748,1
nails,1.474422,147.664425,171.8732,116.5699,99.6556,1
nails,1.253028,141.675215,203.7117,162.5755,151.6681,1
nails,1.043378,129.488444,154.4271,148.0069,142.5206,1
nails,1.059771,130.441912,161.017,151.9357,146.1759,1
nails,1.075381,129.90834,118.5634,110.2525,101.9372,1
nails,1.014682,127.999677,178.2606,175.6813,170.2979,1
nails,1.020715,128.006322,136.0133,133.253,127.3933,1
nails,1.039987,129.913388,189.2236,181.948,177.7122,1
nails,1.025237,128.878937,170.4069,166.2122,162.0843,1
nails,1.013874,128.278028,171.1262,168.7846,165.3753,1
nails,1.012484,128.298156,164.4314,162.4039,159.745,1
nails,1.275998,137.665263,158.1422,123.9361,95.3773,1
nails,1.124066,133.303431,192.63,171.3689,155.7203,1
nails,1.107894,132.870067,201.646,182.0083,168.2246,1
nails,1.242932,136.200352,154.2801,124.1259,98.0057,1
nails,1.871147,151.191658,127.0692,67.9098,44.0717,1
nails,1.276676,140.997823,187.8509,147.1407,129.439,1
nails,1.537657,140.886744,104.416,67.9059,43.4891,1
nails,1.096956,131.719375,187.8029,171.2038,157.4458,1
nails,1.263945,135.140965,136.3708,107.8929,77.2405,1
nails,2.610392,164.249641,139.7047,53.5187,50.8773,1
nails,1.730632,151.163449,141.306,81.65,63.9847,1
nails,1.833528,165.341817,210.7506,114.9427,114.0749,1
nails,1.430642,149.615797,188.8125,131.9774,127.7285,1
nails,1.132057,134.343269,217.0865,191.7628,174.4329,1
nails,1.360619,140.850164,171.1268,125.7713,85.115,1
nails,1.592499,152.841777,182.991,114.9081,92.0626,1
nails,1.212021,137.359655,192.7169,159.0046,136.3423,1
nails,2.134551,161.973,165.8464,77.6961,43.7975,1
nails,1.229103,141.816067,194.8453,158.5265,155.3804,1
nails,1.132927,133.584265,175.1328,154.5844,134.1896,1
nails,1.345806,142.592587,139.4659,103.63,98.0971,1
nails,1.257172,141.43238,186.6424,148.4621,140.5321,1
nails,1.480684,149.702956,175.3195,118.4044,106.5817,1
nails,1.604527,153.444799,157.4979,98.1585,107.6986,1
nails,1.69114,148.450638,122.1312,72.2182,65.3803,1
nails,1.268333,137.762052,154.7555,122.0149,99.013,1
nails,1.311557,139.399655,174.86,133.3225,93.0948,1
nails,1.547055,155.489057,208.4974,134.7705,123.8269,1
nails,1.467902,153.796761,217.1135,147.9073,141.6241,1
nails,1.161684,134.628796,221.0814,190.3111,154.628,1
nails,1.403644,143.919421,165.1051,117.626,80.7006,1
nails,1.300644,142.15053,200.7713,154.363,120.8277,1
nails,1.346428,142.528362,186.0005,138.1437,92.8279,1
nails,3.254844,177.031629,190.2778,58.4599,46.0825,1
nails,1.937363,166.298979,212.1721,109.5159,97.4146,1
nails,4.21469,181.94092,197.9739,46.9723,42.1962,1
nails,1.220015,136.817003,184.1552,150.945,117.5598,1
nails,2.90401,177.315205,206.788,71.2078,64.2962,1
nails,1.85874,163.54533,210.3033,113.1429,82.4674,1
nails,2.12645,163.989016,186.8036,87.8476,46.2354,1
nails,1.603782,156.787197,197.8239,123.3483,116.8418,1
nails,2.927352,173.649957,182.5761,62.369,52.4525,1
nails,1.564939,151.673667,194.5419,124.3128,85.6747,1
nails,1.272267,140.506121,197.6969,155.3894,129.7934,1
nails,1.48751,150.685908,190.6882,128.1929,113.2432,1
nails,1.90998,155.913953,138.2686,72.3927,78.751,1
nails,1.449663,142.501831,132.0726,91.1057,72.4669,1
nails,1.323849,138.976017,136.8694,103.3874,86.1882,1
nails,1.401387,144.832083,145.6215,103.9124,104.676,1
nails,1.632725,146.196787,112.1764,68.705,64.5744,1
nails,1.908139,147.195045,87.0401,45.6152,49.9498,1
nails,1.41129,150.640377,215.0416,152.3723,137.8835,1
nails,1.280118,140.481234,185.7986,145.1418,120.2324,1
nails,1.157754,137.583587,218.2055,188.4731,180.1657,1
nails,0.992295,123.526104,168.916,170.2277,143.3421,1
nails,1.058776,128.96992,167.6021,158.298,137.6035,1
nails,1.290159,140.425251,166.1307,128.7676,114.3456,1
nails,1.749956,158.676779,168.4765,96.2747,108.1933,1
nails,2.07359,161.424461,152.3365,73.4651,79.8876,1
nails,1.721643,157.192707,188.9636,109.7577,91.9181,1
nails,1.90861,157.122563,165.7995,86.8692,54.8373,1
nails,1.960601,159.234883,162.8452,83.0588,69.8129,1
nails,1.164759,137.533088,202.9728,174.2617,168.0141,1
nails,1.364195,141.065192,142.2486,104.2729,86.2685,1
nails,1.366261,141.794245,158.1721,115.77,90.5784,1
nails,1.507403,151.947211,164.0908,108.8566,119.5269,1
nails,1.213915,141.172997,182.3313,150.201,154.9863,1
nails,1.208723,138.797439,179.7506,148.7111,140.0535,1
nails,1.16156,140.625119,233.911,201.3767,205.5368,1
nails,2.117826,174.094128,217.201,102.5585,119.1468,1
nails,1.398908,151.84018,214.9961,153.6886,158.1294,1
nails,1.154653,133.982807,197.2848,170.8607,146.4236,1
